pop1	pop2	fst	gst	Gst	GGst	D	lat1	lon1	lat2	lon2	geog_dist	lat_dist	nat1	nat2	nat_dist
BR	SW748	0.1010	0.0743	0.1033	0.1653	0.0031	47.999429	-4.346250	46.368790	7.122764	887093.25	1.630639	native	native	0
BR	SW890	0.0961	0.0712	0.0997	0.1595	0.0030	47.999429	-4.346250	46.258320	7.084545	887724.24	1.741109	native	native	0
BR	TK	0.1910	0.1283	0.1787	0.2721	0.0095	47.999429	-4.346250	35.660655	139.684929	10074777.01	12.338774	native	non_native	1
BR	TNM	0.0834	0.0641	0.0884	0.1433	0.0024	47.999429	-4.346250	55.245560	-7.617440	837186.14	-7.246131	native	native	0
BR	TO	0.1986	0.1320	0.1837	0.2789	0.0098	47.999429	-4.346250	45.064965	7.589508	970813.32	2.934464	native	native	0
BR	TUE	0.0925	0.0690	0.0962	0.1546	0.0028	47.999429	-4.346250	48.539710	9.036808	994040.49	-0.540281	native	native	0
BR	TW	0.1133	0.0801	0.1134	0.1791	0.0044	47.999429	-4.346250	-27.581100	151.987840	16958691.24	20.418329	native	non_native	1
BR	UC	0.0698	0.0553	0.0780	0.1263	0.0021	47.999429	-4.346250	-35.234303	149.085050	17407822.34	12.765126	native	non_native	1
BR	UPH	0.0893	0.0735	0.1026	0.1640	0.0027	47.999429	-4.346250	-32.369456	150.694117	17292577.30	15.629973	native	non_native	1
BR	UR	0.0521	0.0455	0.0640	0.1047	0.0014	47.999429	-4.346250	-37.190980	144.383590	17210413.12	10.808449	native	non_native	1
BR	VA	0.1047	0.0795	0.1119	0.1773	0.0040	47.999429	-4.346250	37.967365	-78.473958	5911088.27	10.032064	native	non_native	1
BR	WIN	0.0511	0.0480	0.0666	0.1093	0.0013	47.999429	-4.346250	51.043200	-1.308180	403637.90	-3.043771	native	native	0
BR	ZG	0.0965	0.0708	0.0983	0.1579	0.0030	47.999429	-4.346250	41.689520	-0.932392	751159.57	6.309909	native	native	0
CAT	CCT	0.1128	0.0864	0.1105	0.1812	NA	NA	NA	NA	NA	NA	NA	cultivar	cultivar	0
CAT	CDF	0.2362	0.1565	0.2057	0.3131	0.0085	NA	NA	51.899611	-8.485889	NA	NA	cultivar	native	1
CAT	CH	0.2251	0.1521	0.2013	0.3067	0.0080	NA	NA	52.144308	-8.948419	NA	NA	cultivar	native	1
CAT	CTP	0.1122	0.0859	0.1100	0.1804	0.0018	NA	NA	NA	NA	NA	NA	cultivar	cultivar	0
CAT	DP	0.2724	0.1817	0.2422	0.3587	0.0130	NA	NA	-27.498370	153.026020	NA	NA	cultivar	non_native	1
CAT	EE	0.2780	0.1856	0.2451	0.3632	NA	NA	NA	58.717116	23.771596	NA	NA	cultivar	native	1
CAT	EL	0.2391	0.1605	0.2167	0.3251	0.0108	NA	NA	58.259717	26.351250	NA	NA	cultivar	native	1
CAT	FT	0.2360	0.1571	0.2088	0.3163	0.0097	NA	NA	55.619365	10.295065	NA	NA	cultivar	native	1
CAT	GB	0.2555	0.1724	0.2320	0.3449	0.0126	NA	NA	35.229100	-83.390250	NA	NA	cultivar	non_native	1
CAT	GH	0.2366	0.1585	0.2142	0.3217	0.0114	NA	NA	43.534722	-80.211667	NA	NA	cultivar	non_native	1
CAT	GR2	0.4750	0.3443	0.4421	0.5850	0.0345	NA	NA	39.574084	21.766271	NA	NA	cultivar	native	1
CAT	GR3	0.4397	0.3128	0.4063	0.5478	0.0305	NA	NA	39.748025	21.207248	NA	NA	cultivar	native	1
CAT	GR4	0.4648	0.3175	0.4152	0.5561	0.0357	NA	NA	38.324317	21.879305	NA	NA	cultivar	native	1
CAT	HAS	0.2938	0.1963	0.2628	0.3838	0.0155	NA	NA	36.378650	-121.567240	NA	NA	cultivar	non_native	1
CAT	HR	0.3515	0.2385	0.3165	0.4481	0.0203	NA	NA	46.344650	25.617017	NA	NA	cultivar	native	1
CAT	HU	0.3313	0.2244	0.2999	0.4282	0.0198	NA	NA	46.749300	17.237340	NA	NA	cultivar	native	1
CAT	HV	0.2518	0.1662	0.2226	0.3334	0.0115	NA	NA	42.485660	-71.568700	NA	NA	cultivar	non_native	1
CAT	IO	0.2318	0.1549	0.2036	0.3104	0.0087	NA	NA	53.008050	-9.314440	NA	NA	cultivar	native	1
CAT	JE	0.2635	0.1743	0.2306	0.3448	0.0115	NA	NA	50.951920	11.622820	NA	NA	cultivar	native	1
CAT	JR	0.2183	0.1466	0.1994	0.3017	0.0099	NA	NA	37.408000	-122.227500	NA	NA	cultivar	non_native	1
CAT	KM	0.2667	0.1780	0.2387	0.3538	0.0130	NA	NA	57.734930	26.533140	NA	NA	cultivar	native	1
CAT	LK1	0.2353	0.1568	0.2061	0.3137	0.0086	NA	NA	53.192433	-1.762361	NA	NA	cultivar	native	1
CAT	MN	0.2129	0.1413	0.1879	0.2884	0.0077	NA	NA	53.379820	-2.216060	NA	NA	cultivar	native	1
CAT	MTA	0.2414	0.1598	0.2131	0.3215	0.0101	NA	NA	-34.070356	150.767857	NA	NA	cultivar	non_native	1
CAT	NRM	0.2536	0.1687	0.2252	0.3371	0.0115	NA	NA	35.524350	-121.073780	NA	NA	cultivar	non_native	1
CAT	OGC1	0.6755	0.6395	0.7289	0.8347	0.0698	NA	NA	41.611100	1.810600	NA	NA	cultivar	outgroup	1
CAT	OGM1	0.9681	0.9582	0.9939	0.9969	0.7144	NA	NA	46.344650	25.617017	NA	NA	cultivar	outgroup	1
CAT	OGM2	0.9256	0.9058	0.9674	0.9829	0.4154	NA	NA	-34.487294	150.835912	NA	NA	cultivar	outgroup	1
CAT	OGM3	0.9329	0.9118	0.9742	0.9865	0.4854	NA	NA	-27.510110	153.016902	NA	NA	cultivar	outgroup	1
CAT	OGM5	0.9455	0.9282	0.9828	0.9911	0.5672	NA	NA	53.334173	-6.245950	NA	NA	cultivar	outgroup	1
CAT	OR_SS	0.2712	0.1798	0.2373	0.3535	0.0117	NA	NA	59.269244	18.101127	NA	NA	cultivar	native	1
CAT	PA	0.2266	0.1509	0.1970	0.3023	0.0079	NA	NA	42.757399	-0.236718	NA	NA	cultivar	native	1
CAT	PC	0.3029	0.2046	0.2751	0.3982	0.0174	NA	NA	38.517701	-121.764322	NA	NA	cultivar	non_native	1
CAT	PR	0.2734	0.1792	0.2411	0.3564	0.0132	NA	NA	48.852560	2.350411	NA	NA	cultivar	native	1
CAT	PTM	0.2810	0.1944	0.2547	0.3760	0.0112	NA	NA	-31.449057	152.917848	NA	NA	cultivar	non_native	1
CAT	RO	0.2519	0.1672	0.2247	0.3358	0.0116	NA	NA	49.287420	-121.669560	NA	NA	cultivar	non_native	1
CAT	RO_IS	0.3502	0.2395	0.3214	0.4525	0.0235	NA	NA	47.184917	27.556861	NA	NA	cultivar	native	1
CAT	SA	0.2437	0.1628	0.2202	0.3294	0.0119	NA	NA	-33.941583	18.873083	NA	NA	cultivar	non_native	1
CAT	SC	0.2325	0.1560	0.2049	0.3122	0.0085	NA	NA	53.072270	-8.992320	NA	NA	cultivar	native	1
CAT	SI	0.2719	0.1817	0.2400	0.3568	0.0121	NA	NA	60.236950	21.959783	NA	NA	cultivar	native	1
CAT	SW144	0.2509	0.1670	0.2216	0.3329	0.0103	NA	NA	46.380910	7.067580	NA	NA	cultivar	native	1
CAT	SW242	0.2532	0.1681	0.2242	0.3358	0.0111	NA	NA	46.445300	6.931455	NA	NA	cultivar	native	1
CAT	SW729	0.2293	0.1523	0.2032	0.3085	0.0093	NA	NA	46.404780	7.061980	NA	NA	cultivar	native	1
CAT	SW748	0.2474	0.1648	0.2183	0.3289	0.0100	NA	NA	46.368790	7.122764	NA	NA	cultivar	native	1
CAT	SW890	0.2463	0.1633	0.2182	0.3280	0.0107	NA	NA	46.258320	7.084545	NA	NA	cultivar	native	1
CAT	TK	0.3254	0.2191	0.2910	0.4185	0.0185	NA	NA	35.660655	139.684929	NA	NA	cultivar	non_native	1
CAT	TNM	0.2282	0.1527	0.2009	0.3068	0.0084	NA	NA	55.245560	-7.617440	NA	NA	cultivar	native	1
CAT	TO	0.3306	0.2220	0.2946	0.4228	0.0187	NA	NA	45.064965	7.589508	NA	NA	cultivar	native	1
CAT	TUE	0.2484	0.1644	0.2186	0.3289	0.0104	NA	NA	48.539710	9.036808	NA	NA	cultivar	native	1
CAT	TW	0.2489	0.1665	0.2250	0.3356	0.0124	NA	NA	-27.581100	151.987840	NA	NA	cultivar	non_native	1
CAT	UC	0.2224	0.1485	0.1996	0.3031	0.0095	NA	NA	-35.234303	149.085050	NA	NA	cultivar	non_native	1
CAT	UPH	0.2532	0.1695	0.2255	0.3377	0.0104	NA	NA	-32.369456	150.694117	NA	NA	cultivar	non_native	1
CAT	UR	0.2134	0.1423	0.1911	0.2919	0.0087	NA	NA	-37.190980	144.383590	NA	NA	cultivar	non_native	1
CAT	VA	0.2544	0.1715	0.2301	0.3428	0.0121	NA	NA	37.967365	-78.473958	NA	NA	cultivar	non_native	1
CAT	WIN	0.2139	0.1442	0.1908	0.2928	0.0080	NA	NA	51.043200	-1.308180	NA	NA	cultivar	native	1
CAT	ZG	0.2049	0.1383	0.1833	0.2825	0.0075	NA	NA	41.689520	-0.932392	NA	NA	cultivar	native	1
CCT	CDF	0.2097	0.1388	0.1839	0.2834	0.0072	NA	NA	51.899611	-8.485889	NA	NA	cultivar	native	1
CCT	CH	0.1987	0.1351	0.1804	0.2780	0.0069	NA	NA	52.144308	-8.948419	NA	NA	cultivar	native	1
CCT	CTP	-0.0074	0.0250	0.0322	0.0558	0.0001	NA	NA	NA	NA	NA	NA	cultivar	cultivar	0
CCT	DP	0.2574	0.1702	0.2286	0.3408	0.0121	NA	NA	-27.498370	153.026020	NA	NA	cultivar	non_native	1
CCT	EE	0.2577	0.1707	0.2272	0.3399	0.0110	NA	NA	58.717116	23.771596	NA	NA	cultivar	native	1
CCT	EL	0.2203	0.1466	0.1995	0.3019	0.0096	NA	NA	58.259717	26.351250	NA	NA	cultivar	native	1
CCT	FT	0.2097	0.1395	0.1869	0.2865	0.0082	NA	NA	55.619365	10.295065	NA	NA	cultivar	native	1
CCT	GB	0.2440	0.1632	0.2214	0.3306	0.0119	NA	NA	35.229100	-83.390250	NA	NA	cultivar	non_native	1
CCT	GH	0.2240	0.1491	0.2030	0.3064	0.0107	NA	NA	43.534722	-80.211667	NA	NA	cultivar	non_native	1
CCT	GR2	0.4533	0.3268	0.4230	0.5651	0.0323	NA	NA	39.574084	21.766271	NA	NA	cultivar	native	1
CCT	GR3	0.4173	0.2937	0.3848	0.5244	0.0281	NA	NA	39.748025	21.207248	NA	NA	cultivar	native	1
CCT	GR4	0.4490	0.3028	0.3990	0.5387	0.0338	NA	NA	38.324317	21.879305	NA	NA	cultivar	native	1
CCT	HAS	0.2754	0.1830	0.2469	0.3634	0.0141	NA	NA	36.378650	-121.567240	NA	NA	cultivar	non_native	1
CCT	HR	0.3292	0.2224	0.2977	0.4255	0.0183	NA	NA	46.344650	25.617017	NA	NA	cultivar	native	1
CCT	HU	0.3147	0.2112	0.2845	0.4093	0.0186	NA	NA	46.749300	17.237340	NA	NA	cultivar	native	1
CCT	HV	0.2346	0.1537	0.2075	0.3131	0.0104	NA	NA	42.485660	-71.568700	NA	NA	cultivar	non_native	1
CCT	IO	0.2000	0.1339	0.1773	0.2744	0.0068	NA	NA	53.008050	-9.314440	NA	NA	cultivar	native	1
CCT	JE	0.2426	0.1588	0.2118	0.3198	0.0101	NA	NA	50.951920	11.622820	NA	NA	cultivar	native	1
CCT	JR	0.2017	0.1351	0.1853	0.2822	0.0089	NA	NA	37.408000	-122.227500	NA	NA	cultivar	non_native	1
CCT	KM	0.2457	0.1628	0.2200	0.3292	0.0116	NA	NA	57.734930	26.533140	NA	NA	cultivar	native	1
CCT	LK1	0.2074	0.1385	0.1836	0.2829	0.0073	NA	NA	53.192433	-1.762361	NA	NA	cultivar	native	1
CCT	MN	0.1869	0.1243	0.1667	0.2588	0.0064	NA	NA	53.379820	-2.216060	NA	NA	cultivar	native	1
CCT	MTA	0.2209	0.1459	0.1961	0.2984	0.0090	NA	NA	-34.070356	150.767857	NA	NA	cultivar	non_native	1
CCT	NRM	0.2401	0.1586	0.2134	0.3211	0.0108	NA	NA	35.524350	-121.073780	NA	NA	cultivar	non_native	1
CCT	OGC1	0.6446	0.6139	0.7073	0.8186	0.0659	NA	NA	41.611100	1.810600	NA	NA	cultivar	outgroup	1
CCT	OGM1	0.9667	0.9573	0.9937	0.9968	0.7133	NA	NA	46.344650	25.617017	NA	NA	cultivar	outgroup	1
CCT	OGM2	0.9174	0.8948	0.9633	0.9807	0.4106	NA	NA	-34.487294	150.835912	NA	NA	cultivar	outgroup	1
CCT	OGM3	0.9244	0.9009	0.9709	0.9847	0.4803	NA	NA	-27.510110	153.016902	NA	NA	cultivar	outgroup	1
CCT	OGM5	0.9474	0.9299	0.9830	0.9912	0.5591	NA	NA	53.334173	-6.245950	NA	NA	cultivar	outgroup	1
CCT	OR_SS	0.2512	0.1655	0.2202	0.3310	0.0107	NA	NA	59.269244	18.101127	NA	NA	cultivar	native	1
CCT	PA	0.1939	0.1298	0.1707	0.2660	0.0060	NA	NA	42.757399	-0.236718	NA	NA	cultivar	native	1
CCT	PC	0.2841	0.1902	0.2579	0.3765	0.0159	NA	NA	38.517701	-121.764322	NA	NA	cultivar	non_native	1
CCT	PR	0.2603	0.1691	0.2292	0.3407	0.0126	NA	NA	48.852560	2.350411	NA	NA	cultivar	native	1
CCT	PTM	0.2573	0.1787	0.2361	0.3519	0.0099	NA	NA	-31.449057	152.917848	NA	NA	cultivar	non_native	1
CCT	RO	0.2351	0.1558	0.2112	0.3175	0.0108	NA	NA	49.287420	-121.669560	NA	NA	cultivar	non_native	1
CCT	RO_IS	0.3316	0.2249	0.3041	0.4319	0.0217	NA	NA	47.184917	27.556861	NA	NA	cultivar	native	1
CCT	SA	0.2307	0.1524	0.2078	0.3125	0.0109	NA	NA	-33.941583	18.873083	NA	NA	cultivar	non_native	1
CCT	SC	0.2026	0.1367	0.1810	0.2795	0.0072	NA	NA	53.072270	-8.992320	NA	NA	cultivar	native	1
CCT	SI	0.2520	0.1661	0.2211	0.3320	0.0109	NA	NA	60.236950	21.959783	NA	NA	cultivar	native	1
CCT	SW144	0.2292	0.1522	0.2037	0.3089	0.0092	NA	NA	46.380910	7.067580	NA	NA	cultivar	native	1
CCT	SW242	0.2313	0.1536	0.2066	0.3123	0.0099	NA	NA	46.445300	6.931455	NA	NA	cultivar	native	1
CCT	SW729	0.2081	0.1381	0.1858	0.2846	0.0080	NA	NA	46.404780	7.061980	NA	NA	cultivar	native	1
CCT	SW748	0.2228	0.1478	0.1974	0.3008	0.0085	NA	NA	46.368790	7.122764	NA	NA	cultivar	native	1
CCT	SW890	0.2297	0.1516	0.2043	0.3090	0.0098	NA	NA	46.258320	7.084545	NA	NA	cultivar	native	1
CCT	TK	0.3105	0.2076	0.2779	0.4021	0.0176	NA	NA	35.660655	139.684929	NA	NA	cultivar	non_native	1
CCT	TNM	0.2012	0.1350	0.1791	0.2768	0.0069	NA	NA	55.245560	-7.617440	NA	NA	cultivar	native	1
CCT	TO	0.3169	0.2108	0.2819	0.4069	0.0176	NA	NA	45.064965	7.589508	NA	NA	cultivar	native	1
CCT	TUE	0.2281	0.1506	0.2019	0.3063	0.0093	NA	NA	48.539710	9.036808	NA	NA	cultivar	native	1
CCT	TW	0.2362	0.1561	0.2126	0.3189	0.0114	NA	NA	-27.581100	151.987840	NA	NA	cultivar	non_native	1
CCT	UC	0.2080	0.1376	0.1864	0.2848	0.0088	NA	NA	-35.234303	149.085050	NA	NA	cultivar	non_native	1
CCT	UPH	0.2319	0.1557	0.2089	0.3155	0.0092	NA	NA	-32.369456	150.694117	NA	NA	cultivar	non_native	1
CCT	UR	0.1944	0.1289	0.1745	0.2687	0.0077	NA	NA	-37.190980	144.383590	NA	NA	cultivar	non_native	1
CCT	VA	0.2415	0.1622	0.2194	0.3284	0.0113	NA	NA	37.967365	-78.473958	NA	NA	cultivar	non_native	1
CCT	WIN	0.1915	0.1290	0.1721	0.2667	0.0069	NA	NA	51.043200	-1.308180	NA	NA	cultivar	native	1
CCT	ZG	0.1767	0.1191	0.1591	0.2486	0.0059	NA	NA	41.689520	-0.932392	NA	NA	cultivar	native	1
CDF	CH	0.0418	0.0478	0.0656	0.1082	0.0007	51.899611	-8.485889	52.144308	-8.948419	41825.35	-0.244697	native	native	0
CDF	CTP	0.2112	0.1396	0.1852	0.2850	0.0075	51.899611	-8.485889	NA	NA	NA	NA	native	cultivar	1
CDF	DP	0.1684	0.1138	0.1573	0.2434	0.0071	51.899611	-8.485889	-27.498370	153.026020	16889559.87	24.401241	native	non_native	1
CDF	EE	0.1576	0.1086	0.1487	0.2320	0.0058	51.899611	-8.485889	58.717116	23.771596	2159003.35	-6.817505	native	native	0
CDF	EL	0.1278	0.0912	0.1277	0.2006	0.0050	51.899611	-8.485889	58.259717	26.351250	2304950.40	-6.360106	native	native	0
CDF	FT	0.1026	0.0748	0.1031	0.1656	0.0029	51.899611	-8.485889	55.619365	10.295065	1301229.80	-3.719754	native	native	0
CDF	GB	0.1510	0.1049	0.1464	0.2275	0.0064	51.899611	-8.485889	35.229100	-83.390250	6038986.83	16.670511	native	non_native	1
CDF	GH	0.1317	0.0922	0.1291	0.2026	0.0051	51.899611	-8.485889	43.534722	-80.211667	5238410.81	8.364889	native	non_native	1
CDF	GR2	0.4059	0.2928	0.3900	0.5281	0.0307	51.899611	-8.485889	39.574084	21.766271	2695325.39	12.325527	native	native	0
CDF	GR3	0.3678	0.2601	0.3507	0.4847	0.0268	51.899611	-8.485889	39.748025	21.207248	2646323.99	12.151586	native	native	0
CDF	GR4	0.4100	0.2723	0.3688	0.5039	0.0325	51.899611	-8.485889	38.324317	21.879305	2794726.87	13.575294	native	native	0
CDF	HAS	0.1891	0.1279	0.1776	0.2709	0.0087	51.899611	-8.485889	36.378650	-121.567240	8273466.54	15.520961	native	non_native	1
CDF	HR	0.2685	0.1828	0.2516	0.3672	0.0149	51.899611	-8.485889	46.344650	25.617017	2539377.33	5.554961	native	native	0
CDF	HU	0.2500	0.1679	0.2326	0.3429	0.0148	51.899611	-8.485889	46.749300	17.237340	1943964.60	5.150311	native	native	0
CDF	HV	0.1335	0.0917	0.1273	0.2006	0.0050	51.899611	-8.485889	42.485660	-71.568700	4736802.44	9.413951	native	non_native	1
CDF	IO	0.0542	0.0494	0.0672	0.1111	0.0011	51.899611	-8.485889	53.008050	-9.314440	135592.70	-1.108439	native	native	0
CDF	JE	0.1404	0.0961	0.1318	0.2079	0.0049	51.899611	-8.485889	50.951920	11.622820	1398112.18	0.947691	native	native	0
CDF	JR	0.1064	0.0789	0.1113	0.1763	0.0037	51.899611	-8.485889	37.408000	-122.227500	8215861.71	14.491611	native	non_native	1
CDF	KM	0.1563	0.1066	0.1482	0.2303	0.0064	51.899611	-8.485889	57.734930	26.533140	2313756.50	-5.835319	native	native	0
CDF	LK1	0.0553	0.0516	0.0703	0.1159	0.0011	51.899611	-8.485889	53.192433	-1.762361	478055.20	-1.292822	native	native	0
CDF	MN	0.0356	0.0392	0.0541	0.0898	0.0006	51.899611	-8.485889	53.379820	-2.216060	455083.57	-1.480209	native	native	0
CDF	MTA	0.1175	0.0836	0.1155	0.1838	0.0037	51.899611	-8.485889	-34.070356	150.767857	17424912.55	17.829255	native	non_native	1
CDF	NRM	0.1377	0.0951	0.1316	0.2070	0.0047	51.899611	-8.485889	35.524350	-121.073780	8323682.03	16.375261	native	non_native	1
CDF	OGC1	0.5603	0.5290	0.6336	0.7604	0.0563	51.899611	-8.485889	41.611100	1.810600	1385196.91	10.288511	native	outgroup	1
CDF	OGM1	0.9628	0.9514	0.9929	0.9964	0.7142	51.899611	-8.485889	46.344650	25.617017	2539377.33	5.554961	native	outgroup	1
CDF	OGM2	0.8952	0.8678	0.9534	0.9750	0.3988	51.899611	-8.485889	-34.487294	150.835912	17466876.87	17.412317	native	outgroup	1
CDF	OGM3	0.9152	0.8889	0.9669	0.9825	0.4716	51.899611	-8.485889	-27.510110	153.016902	16890371.33	24.389501	native	outgroup	1
CDF	OGM5	0.9308	0.9093	0.9776	0.9883	0.5456	51.899611	-8.485889	53.334173	-6.245950	220206.40	-1.434562	native	outgroup	1
CDF	OR_SS	0.1481	0.1010	0.1382	0.2173	0.0051	51.899611	-8.485889	59.269244	18.101127	1849664.12	-7.369633	native	native	0
CDF	PA	0.1380	0.0944	0.1277	0.2030	0.0040	51.899611	-8.485889	42.757399	-0.236718	1190702.21	9.142212	native	native	0
CDF	PC	0.2184	0.1479	0.2062	0.3085	0.0120	51.899611	-8.485889	38.517701	-121.764322	8092465.97	13.381910	native	non_native	1
CDF	PR	0.1744	0.1159	0.1617	0.2487	0.0076	51.899611	-8.485889	48.852560	2.350411	840993.35	3.047051	native	native	0
CDF	PTM	0.1524	0.1176	0.1601	0.2485	0.0048	51.899611	-8.485889	-31.449057	152.917848	17277886.02	20.450554	native	non_native	1
CDF	RO	0.1424	0.0992	0.1383	0.2160	0.0055	51.899611	-8.485889	49.287420	-121.669560	7140795.45	2.612191	native	non_native	1
CDF	RO_IS	0.2826	0.1907	0.2653	0.3830	0.0192	51.899611	-8.485889	47.184917	27.556861	2632284.59	4.714694	native	native	0
CDF	SA	0.1519	0.1031	0.1446	0.2245	0.0066	51.899611	-8.485889	-33.941583	18.873083	9877067.59	17.958028	native	non_native	1
CDF	SC	0.0493	0.0481	0.0655	0.1084	0.0009	51.899611	-8.485889	53.072270	-8.992320	134947.38	-1.172659	native	native	0
CDF	SI	0.1537	0.1043	0.1428	0.2238	0.0056	51.899611	-8.485889	60.236950	21.959783	2085909.74	-8.337339	native	native	0
CDF	SW144	0.1419	0.0993	0.1366	0.2146	0.0050	51.899611	-8.485889	46.380910	7.067580	1286508.70	5.518701	native	native	0
CDF	SW242	0.1443	0.0983	0.1360	0.2133	0.0054	51.899611	-8.485889	46.445300	6.931455	1273829.47	5.454311	native	native	0
CDF	SW729	0.1302	0.0908	0.1257	0.1985	0.0046	51.899611	-8.485889	46.404780	7.061980	1284664.22	5.494831	native	native	0
CDF	SW748	0.1439	0.0990	0.1360	0.2138	0.0051	51.899611	-8.485889	46.368790	7.122764	1290778.80	5.530821	native	native	0
CDF	SW890	0.1350	0.0939	0.1301	0.2048	0.0048	51.899611	-8.485889	46.258320	7.084545	1295283.38	5.641291	native	native	0
CDF	TK	0.2385	0.1586	0.2184	0.3254	0.0130	51.899611	-8.485889	35.660655	139.684929	9822533.33	16.238956	native	non_native	1
CDF	TNM	0.0448	0.0451	0.0616	0.1021	0.0008	51.899611	-8.485889	55.245560	-7.617440	376803.42	-3.345949	native	native	0
CDF	TO	0.2464	0.1627	0.2238	0.3324	0.0136	51.899611	-8.485889	45.064965	7.589508	1405925.98	6.834646	native	native	0
CDF	TUE	0.1308	0.0912	0.1258	0.1989	0.0044	51.899611	-8.485889	48.539710	9.036808	1301537.24	3.359901	native	native	0
CDF	TW	0.1556	0.1061	0.1486	0.2302	0.0070	51.899611	-8.485889	-27.581100	151.987840	16854514.74	24.318511	native	non_native	1
CDF	UC	0.1049	0.0760	0.1059	0.1691	0.0033	51.899611	-8.485889	-35.234303	149.085050	17441959.42	16.665308	native	non_native	1
CDF	UPH	0.1369	0.0998	0.1378	0.2160	0.0045	51.899611	-8.485889	-32.369456	150.694117	17262014.70	19.530155	native	non_native	1
CDF	UR	0.0860	0.0646	0.0900	0.1452	0.0025	51.899611	-8.485889	-37.190980	144.383590	17335170.19	14.708631	native	non_native	1
CDF	VA	0.1378	0.0986	0.1373	0.2147	0.0055	51.899611	-8.485889	37.967365	-78.473958	5508241.23	13.932246	native	non_native	1
CDF	WIN	0.0504	0.0489	0.0671	0.1105	0.0011	51.899611	-8.485889	51.043200	-1.308180	507533.44	0.856411	native	native	0
CDF	ZG	0.1360	0.0934	0.1283	0.2028	0.0046	51.899611	-8.485889	41.689520	-0.932392	1271494.99	10.210091	native	native	0
CH	CTP	0.2007	0.1368	0.1829	0.2812	0.0072	52.144308	-8.948419	NA	NA	NA	NA	native	cultivar	1
CH	DP	0.1348	0.0998	0.1390	0.2172	0.0054	52.144308	-8.948419	-27.498370	153.026020	16886125.41	24.645938	native	non_native	1
CH	EE	0.1322	0.0986	0.1360	0.2135	0.0046	52.144308	-8.948419	58.717116	23.771596	2170877.99	-6.572808	native	native	0
CH	EL	0.1055	0.0837	0.1181	0.1863	0.0040	52.144308	-8.948419	58.259717	26.351250	2317943.01	-6.115409	native	native	0
CH	FT	0.0831	0.0681	0.0945	0.1522	0.0022	52.144308	-8.948419	55.619365	10.295065	1318311.10	-3.475057	native	native	0
CH	GB	0.1219	0.0957	0.1346	0.2102	0.0051	52.144308	-8.948419	35.229100	-83.390250	6001839.01	16.915208	native	non_native	1
CH	GH	0.1062	0.0827	0.1167	0.1842	0.0040	52.144308	-8.948419	43.534722	-80.211667	5199404.10	8.609586	native	non_native	1
CH	GR2	0.3779	0.2803	0.3762	0.5128	0.0290	52.144308	-8.948419	39.574084	21.766271	2734078.43	12.570224	native	native	0
CH	GR3	0.3437	0.2507	0.3404	0.4726	0.0250	52.144308	-8.948419	39.748025	21.207248	2685176.72	12.396283	native	native	0
CH	GR4	0.3963	0.2636	0.3598	0.4933	0.0315	52.144308	-8.948419	38.324317	21.879305	2834024.28	13.819991	native	native	0
CH	HAS	0.1635	0.1181	0.1652	0.2534	0.0074	52.144308	-8.948419	36.378650	-121.567240	8231648.60	15.765658	native	non_native	1
CH	HR	0.2412	0.1718	0.2384	0.3501	0.0134	52.144308	-8.948419	46.344650	25.617017	2571394.93	5.799658	native	native	0
CH	HU	0.2231	0.1566	0.2186	0.3244	0.0129	52.144308	-8.948419	46.749300	17.237340	1978822.89	5.395008	native	native	0
CH	HV	0.1095	0.0822	0.1150	0.1822	0.0040	52.144308	-8.948419	42.485660	-71.568700	4699760.09	9.658648	native	non_native	1
CH	IO	0.0408	0.0465	0.0639	0.1055	0.0008	52.144308	-8.948419	53.008050	-9.314440	99266.67	-0.863742	native	native	0
CH	JE	0.1139	0.0853	0.1178	0.1871	0.0037	52.144308	-8.948419	50.951920	11.622820	1428279.34	1.192388	native	native	0
CH	JR	0.0794	0.0692	0.0984	0.1568	0.0028	52.144308	-8.948419	37.408000	-122.227500	8174036.36	14.736308	native	non_native	1
CH	KM	0.1342	0.0999	0.1399	0.2181	0.0054	52.144308	-8.948419	57.734930	26.533140	2327774.61	-5.590622	native	native	0
CH	LK1	0.0451	0.0501	0.0688	0.1133	0.0009	52.144308	-8.948419	53.192433	-1.762361	499699.75	-1.048125	native	native	0
CH	MN	0.0183	0.0348	0.0484	0.0804	0.0004	52.144308	-8.948419	53.379820	-2.216060	474603.75	-1.235512	native	native	0
CH	MTA	0.0916	0.0748	0.1042	0.1666	0.0028	52.144308	-8.948419	-34.070356	150.767857	17429588.03	18.073952	native	non_native	1
CH	NRM	0.1088	0.0844	0.1178	0.1865	0.0037	52.144308	-8.948419	35.524350	-121.073780	8281880.54	16.619958	native	non_native	1
CH	OGC1	0.5328	0.5070	0.6148	0.7444	0.0549	52.144308	-8.948419	41.611100	1.810600	1426301.86	10.533208	native	outgroup	1
CH	OGM1	0.9607	0.9495	0.9926	0.9962	0.7121	52.144308	-8.948419	46.344650	25.617017	2571394.93	5.799658	native	outgroup	1
CH	OGM2	0.8922	0.8658	0.9523	0.9745	0.3950	52.144308	-8.948419	-34.487294	150.835912	17471885.91	17.657014	native	outgroup	1
CH	OGM3	0.9080	0.8812	0.9651	0.9815	0.4752	52.144308	-8.948419	-27.510110	153.016902	16886955.57	24.634198	native	outgroup	1
